ALKHQP_Jup	=	+1.000000000000000000036E-06	+1.000000000000000000036E-06	+1.000000000000000000036E-06	+1.000000000000000000036E-06	+1.000000000000000000036E-06	+1.000000000000000000036E-06
ALKHQP_Sat	=	+1.000000000000000000036E-06	+1.000000000000000000036E-06	+1.000000000000000000036E-06	+1.000000000000000000036E-06	+1.000000000000000000036E-06	+1.000000000000000000036E-06
ALKHQP_Ura	=	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04
ALKHQP_Nep	=	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04
ALKHQP_Plu	=	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04	+1.000000000000000000011E-04
ALKHQP_EMB	=	+9.999999999999999999846E-08	+9.999999999999999999846E-08	+9.999999999999999999846E-08	+1.000000000000000000036E-06	+1.000000000000000000036E-06	+1.000000000000000000036E-06
PV_Sun	=	+9.999999999999999999846E-08	+9.999999999999999999846E-08	+9.999999999999999999846E-08	+1.000000000000000000036E-06	+1.000000000000000000036E-06	+1.000000000000000000036E-06
